trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1192,False,"{'a': 0.002, 'e': 0.09218111461870226}",20,6,2.3872444554995873,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09199693662884735}",20,13,13.331946636372608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09181312662686167}",25,10,31.214689881117273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09162968387750485}",30,20,19.718676361009983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09144660764700577}",25,11,16.97839422947773,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09126389720305916}",20,5,23.542447245321018,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.0910815518148231}",25,13,21.988178354636847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09089957075291569}",20,15,9.358005217269742,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09071795328941253}",30,22,14.554808717058151,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09053669869784343}",30,1,38.63893434726131,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09035580625318991}",20,0,-44.46337545294333,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1203,False,"{'a': 0.002, 'e': 0.09017527523188182}",25,16,17.047490867659004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.08999510491179492}",35,15,25.233480414886937,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08981529457224764}",25,13,6.692283194288939,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08963584349399843}",25,9,30.421327768974933,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08945675095924269}",20,16,7.203815432993409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08927801625161008}",20,8,16.03502504359365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08909963865616148}",25,18,15.215942272256157,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08892161745938636}",30,11,-9.436906816351101,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1211,False,"{'a': 0.002, 'e': 0.08874395194919958}",30,8,12.196400783391349,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08856664141493897}",25,7,17.42102444177275,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08838968514736206}",30,6,39.301230583217794,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08821308243864365}",25,8,15.836597740520293,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08803683258237256}",30,10,29.342481861042288,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08786093487354922}",30,13,21.092470623986507,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.08768538860858249}",20,8,19.84895013798783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08751019308528714}",20,16,8.06982641151226,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08733534760288078}",25,15,20.977674043902105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08716085146198131}",25,6,15.968376425523802,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.08698670396460387}",20,7,19.75707927807149,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.0868129044141583}",20,16,4.829980728780967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,2,-12.963575419730976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1224,False,"{'a': 0.002, 'e': 0.08646634637465793}",25,11,19.28094580918365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08629358649937051}",20,11,18.01727304918427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.08612117179854417}",25,13,19.18930134744436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08594910158251982}",25,11,24.62078894139796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08577737516301645}",25,17,5.520107801793311,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08560599185312805}",20,2,6.882591481606865,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08543495096732125}",35,19,16.811921406802607,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08526425182143219}",30,20,18.14913406065328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08509389373266413}",25,3,8.321923147685103,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08492387601958443}",20,12,-1.2914345839738017,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08475419800212207}",20,12,13.00458778469931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.0845848590015647}",25,15,17.527693491626337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08441585834055615}",25,11,20.04823587784365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08424719534309347}",20,0,22.97381595611,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1238,False,"{'a': 0.002, 'e': 0.08407886933452455}",20,4,4.530761070758282,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.083910879641545}",25,15,19.607369168657776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.08374322559219598}",25,1,-41.583937982871134,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
1241,False,"{'a': 0.002, 'e': 0.08357590651586091}",30,13,-11.884997340401817,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1242,False,"{'a': 0.002, 'e': 0.08340892174326339}",30,0,44.23836731383137,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1243,False,"{'a': 0.002, 'e': 0.08324227060646402}",30,16,-17.27481945751235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1244,False,"{'a': 0.002, 'e': 0.08307595243885811}",25,19,-29.745543087514257,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1245,False,"{'a': 0.002, 'e': 0.08290996657517267}",20,9,18.432213335463217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08274431235146412}",20,3,30.70771063077324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08257898910511527}",30,13,32.937476292241634,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08241399617483298}",35,23,23.982911170531104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08224933290064525}",20,9,20.09747444687216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08208499862389881}",20,10,17.940142169761405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.08192099268725628}",20,11,17.047074417617672,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08175731443469375}",20,10,11.157901891900517,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08159396321149795}",25,14,20.17209016418733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08143093836426382}",20,5,0.18820411150760719,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08126823924089169}",30,18,0.11937288053033424,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08110586519058491}",25,3,17.529427715516515,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.080943815563847}",20,5,18.051152812534283,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.0807820897124793}",20,11,17.99180348268625,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08062068698957812}",20,0,15.92460803357223,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1260,False,"{'a': 0.002, 'e': 0.08045960674953244}",25,15,19.51024988817345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.080298848348021}",25,13,18.155303794356158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08013841114201005}",25,13,23.202697393167615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.07997829448975048}",25,11,26.952706421007967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.002, 'e': 0.07981849775077555}",30,22,12.63436155971559,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07965902028589801}",30,0,17.463930944545638,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
1266,False,"{'a': 0.002, 'e': 0.07949986145720787}",25,2,34.24789970951427,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07934102062806951}",20,3,18.138176575080994,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0791824971631195}",35,21,22.862176301065702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07902429042826367}",20,5,24.757632247671854,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07886639979067496}",25,8,29.530768173328006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07870882461879053}",20,10,21.160542501982587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07855156428230956}",30,12,32.13951472213334,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07839461815219041}",25,13,19.359397520128844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.07823798560064843}",20,7,27.015052206299256,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07808166600115314}",30,11,34.34305162573476,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.077925658728426}",25,16,17.026414499922836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.07776996315843764}",30,17,15.466348391083393,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07761457866840564}",20,0,26.259767800607776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1279,False,"{'a': 0.002, 'e': 0.07745950463679177}",20,14,9.661095213950677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07730474044329975}",20,12,16.233563569361877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07715028546887258}",30,8,33.58779532632158,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07699613909569013}",30,0,46.826877460515,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1283,False,"{'a': 0.002, 'e': 0.07684230070716674}",20,9,-23.758381348406104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1284,False,"{'a': 0.002, 'e': 0.07668876968794862}",35,25,16.46700474665109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.07653554542391153}",20,11,16.953083756027837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07638262730215814}",25,0,19.74527026967217,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1287,False,"{'a': 0.002, 'e': 0.07623001471101584}",20,9,22.54616404329553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.076077707040034}",20,9,19.311208837483164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07592570367998178}",20,3,24.245083712418218,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07577400402284548}",20,10,17.576594698485884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07562260746182635}",20,7,0.7874143718037674,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07547151339133785}",20,0,32.508489109763794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1293,False,"{'a': 0.002, 'e': 0.07532072120700359}",20,9,19.38661617021467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07517023030565455}",25,0,34.79240296517371,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1295,False,"{'a': 0.002, 'e': 0.07502004008532698}",20,0,15.694423359523439,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1296,False,"{'a': 0.002, 'e': 0.07487014994525976}",25,8,8.211451923616671,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07472055928589216}",20,2,-24.57499374756503,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1298,False,"{'a': 0.002, 'e': 0.07457126750886132}",20,2,17.177495852123634,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07442227401699997}",25,18,13.843314581244496,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07427357821433388}",20,12,13.103067735143025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.002, 'e': 0.07412517950607972}",25,13,22.725856562045195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.002, 'e': 0.07397707729864238}",30,17,24.444450561131735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07382927099961291}",25,0,41.007462217407316,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1304,False,"{'a': 0.002, 'e': 0.07368176001776583}",20,0,18.64511511335587,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1305,False,"{'a': 0.002, 'e': 0.07353454376305711}",30,15,28.01020015784391,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.07338762164662145}",20,0,30.33884623279916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1307,False,"{'a': 0.002, 'e': 0.07324099308077026}",20,16,6.671014407248671,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07309465747898901}",20,14,12.595948831008853,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07294861425593517}",30,7,42.144764625632234,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.0728028628274356}",30,8,24.062321169210495,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07265740261048442}",30,22,17.080456849303673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07251223302324054}",20,2,24.27476985499688,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.002, 'e': 0.07236735348502547}",25,11,25.437594213473773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07222276341632079}",25,11,27.20795867756575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07207846223876611}",25,9,21.608600352608754,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.07193444937515646}",25,16,14.305870763246524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07179072424944025}",25,2,35.0076925617581,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07164728628671672}",20,16,10.126819856839322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07150413491323392}",30,15,21.894395176251546,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.07136126955638607}",30,5,37.19558148451322,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07121868964471162}",20,3,24.967284375747525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.002, 'e': 0.07107639460789067}",20,10,8.612013140003025,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07093438387674296}",25,0,5.224064695443506,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1324,False,"{'a': 0.002, 'e': 0.07079265688322531}",30,21,-5.024292780036731,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0706512130604296}",20,9,25.630086110922996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.07051005184258032}",25,11,24.175524979302185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.07036917266503244}",20,0,24.85782211940315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1328,False,"{'a': 0.002, 'e': 0.07022857496426901}",20,6,6.114928346587151,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07008825817789913}",20,15,9.18705216639215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.06994822174465537}",20,8,1.787077543642639,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06980846510439187}",20,11,-3.7791248835505877,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06966898769808186}",20,12,0.8392257373745788,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06952978896781555}",30,23,1.6043990438190752,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06939086835679778}",25,2,32.07640652554423,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.069252225309346}",25,0,4.098112376353031,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1336,False,"{'a': 0.002, 'e': 0.06911385927088776}",20,13,14.458998273116123,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06897576968795878}",35,0,38.868232801369416,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1338,False,"{'a': 0.002, 'e': 0.0688379560082005}",30,17,24.720241949169868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06870041768035806}",30,18,20.66021819304028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06856315415427792}",25,20,11.502594003589286,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06842616488090583}",20,11,15.872095045848504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06828944931228448}",25,13,20.937078517567905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06815300690155146}",25,10,27.428434737517637,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06801683710293689}",20,0,29.669851619974384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1345,False,"{'a': 0.002, 'e': 0.06788093937176144}",25,7,14.176331438425098,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.002, 'e': 0.06774531316443397}",20,6,25.658183535074663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06760995793844951}",20,0,26.628333339622962,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1348,False,"{'a': 0.002, 'e': 0.06747487315238691}",25,8,21.080474459391287,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.06734005826590693}",20,10,19.241852356782868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06720551273974976}",30,13,32.80997131579565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06707123603573319}",20,0,30.02214253618681,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1352,False,"{'a': 0.002, 'e': 0.06693722761675017}",20,14,10.171126297489542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06680348694676688}",25,11,10.696771613849156,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06667001349082043}",20,8,16.250144262966288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06653680671501687}",20,11,14.904353544584582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06640386608652885}",20,7,11.861407629971817,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06627119107359374}",25,10,27.426412516276244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06613878114551125}",20,14,7.973108090060774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06600663577264157}",25,15,19.664268261523837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.002, 'e': 0.06587475442640296}",20,12,-29.289531192443995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1361,False,"{'a': 0.002, 'e': 0.06574313657926992}",30,16,31.789814002308738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.06561178170477082}",20,6,-21.47387188044561,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1363,False,"{'a': 0.002, 'e': 0.06548068927748604}",30,14,29.903575136847632,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06534985877304567}",20,10,14.63154979784699,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06521928966812754}",30,18,22.375628373682165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06508898144045501}",20,8,20.09265965412447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.06495893356879506}",20,13,13.724161395450437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06482914553295598}",25,16,16.846161314877413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06469961681378548}",20,12,17.516176342098387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06457034689316848}",20,0,17.607920191377474,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06444133525402518}",20,13,13.09647982473425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06431258138030879}",20,16,4.99054433998671,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.0641840847570037}",20,11,15.489657398013119,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06405584487012318}",30,16,21.46112605681805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
