trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-54.6846875025035,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
2,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,0,-147.7636075251421,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
3,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,0,-123.80745080610623,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-156.8598564950254,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
5,False,"{'a': 0.002, 'e': 0.9900498337491681}",25,0,-178.36417148256007,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
6,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-84.89153570093536,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-244.66425947784458,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
8,False,"{'a': 0.002, 'e': 0.9841273200552851}",25,0,-93.61872383282433,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-92.01321025168195,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-178.42926425254092,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
11,False,"{'a': 0.002, 'e': 0.97824023505121}",25,0,-204.74677431342448,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
12,False,"{'a': 0.002, 'e': 0.9762857097579093}",35,0,-128.85461350017178,"{0: 21, 1: 6, 2: 6, 3: 1, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-48.622030842871325,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
14,False,"{'a': 0.002, 'e': 0.9723883668012469}",30,0,-101.91356217394701,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
15,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-62.70959508912094,"{0: 17, 1: 5, 2: 1, 3: 2, 4: 0}",0
16,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-138.17299157064699,"{0: 7, 1: 7, 2: 3, 3: 2, 4: 1}",0
17,False,"{'a': 0.002, 'e': 0.9665715046375066}",25,0,-181.62566996907285,"{0: 9, 1: 8, 2: 5, 3: 1, 4: 2}",0
18,False,"{'a': 0.002, 'e': 0.9646402934831231}",25,0,-214.99057260963514,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
19,False,"{'a': 0.002, 'e': 0.9627129408911995}",35,0,-161.99430771247177,"{0: 20, 1: 4, 2: 8, 3: 2, 4: 1}",0
20,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-76.56916547099509,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
21,False,"{'a': 0.002, 'e': 0.9588697805724845}",20,0,-164.81230258233535,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
22,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-98.74672917871445,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9550419621907147}",25,0,-164.09668107424707,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
24,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,0,-156.34441162659775,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
25,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-161.46138106480515,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
26,False,"{'a': 0.002, 'e': 0.9493288668428895}",30,0,-178.01682431521527,"{0: 15, 1: 6, 2: 4, 3: 4, 4: 1}",0
27,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-99.32920651280072,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
28,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-126.75100683650024,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-158.27625272872487,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
30,False,"{'a': 0.002, 'e': 0.9417645335842487}",30,3,-132.5314157442619,"{0: 13, 1: 3, 2: 8, 3: 3, 4: 0}",1
31,False,"{'a': 0.002, 'e': 0.9398828867910889}",25,0,-109.29466561899197,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
32,False,"{'a': 0.002, 'e': 0.9380049995307295}",25,0,-74.38255266204031,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9361308642916188}",30,0,-54.6247912246756,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.002, 'e': 0.9342604735772135}",20,0,-137.68606408991707,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
35,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-173.68848268844195,"{0: 8, 1: 1, 2: 8, 3: 1, 4: 2}",0
36,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,7,-112.0719313987393,"{0: 10, 1: 4, 2: 1, 3: 1, 4: 2}",1
37,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-163.21874789439357,"{0: 7, 1: 2, 2: 8, 3: 2, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,7,-1.553262092735116,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,0,-170.17820311065537,"{0: 9, 1: 0, 2: 6, 3: 4, 4: 1}",0
40,False,"{'a': 0.002, 'e': 0.9231163463866358}",20,0,-48.67494700488765,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
41,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-198.57438543906562,"{0: 5, 1: 3, 2: 7, 3: 4, 4: 1}",0
42,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-136.7140511081643,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
43,False,"{'a': 0.002, 'e': 0.9175942312201509}",25,14,-6.1008112762247695,"{0: 7, 1: 4, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.002, 'e': 0.9157608767233256}",25,0,-167.36527835312026,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9139311852712282}",30,13,-72.73111069251071,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
46,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-90.89042092408131,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-63.994821040224906,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
48,False,"{'a': 0.002, 'e': 0.9084640160687062}",25,0,-96.46208703921134,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
49,False,"{'a': 0.002, 'e': 0.9066489037539209}",30,0,-88.9943549432576,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
50,False,"{'a': 0.002, 'e': 0.9048374180359596}",20,0,-104.29716558150062,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-135.42791450084226,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
52,False,"{'a': 0.002, 'e': 0.9012252974212048}",25,0,-127.28327259886915,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.899424648075924}",20,0,-116.09054886640266,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
54,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-113.66364197421649,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
55,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,0,-83.54670580551151,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-109.39971742044088,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,3,-93.11067859133775,"{0: 13, 1: 4, 2: 3, 3: 1, 4: 1}",1
58,False,"{'a': 0.002, 'e': 0.8904752232974726}",25,0,-72.39424163630673,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
59,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-113.60527868601777,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
60,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,0,-112.79930021419246,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,0,-29.475297831256796,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
62,False,"{'a': 0.002, 'e': 0.8833798408827509}",30,0,-139.2121148611312,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
63,False,"{'a': 0.002, 'e': 0.8816148467834161}",30,0,-99.63469245441271,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
64,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-112.83151145865153,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8780954309205613}",20,12,-23.00610192821099,"{0: 4, 1: 3, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.002, 'e': 0.8763409950793732}",30,0,-67.76951601871846,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
67,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-29.490308659297565,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
68,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-79.1222462944567,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
69,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-98.89642147525905,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,0,-116.197259384072,"{0: 14, 1: 2, 2: 0, 3: 2, 4: 2}",0
71,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-126.90368833444458,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
72,False,"{'a': 0.002, 'e': 0.865887748059205}",25,0,-79.56304448192188,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
73,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,0,-132.40889546546114,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-107.23965565797948,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
75,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,0,-147.5939593674688,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
76,False,"{'a': 0.002, 'e': 0.8589882807411235}",25,0,-87.458302423733,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-15.55733053712426,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
78,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,0,-40.88819986167995,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
79,False,"{'a': 0.002, 'e': 0.8538497819684817}",25,0,-200.12184031216904,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
80,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,8,-22.01743206282264,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
81,False,"{'a': 0.002, 'e': 0.850441204540233}",20,11,-21.439010749173406,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
82,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,0,-38.57068421617101,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
83,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-125.36131278781369,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
84,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,0,-83.64436491292467,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
85,False,"{'a': 0.002, 'e': 0.8436648165963837}",25,0,-155.3116924769131,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8419791731684999}",30,0,-100.14177874843448,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,1,-41.50853712281356,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-94.86425634055578,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
89,False,"{'a': 0.002, 'e': 0.8369424234887681}",30,0,-115.78246590306058,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
90,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-91.34138601763141,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,12,-46.149019801571505,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,0,-140.353885625936,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
93,False,"{'a': 0.002, 'e': 0.8302735949819328}",20,0,-75.02857535419786,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8286147072326806}",30,10,-75.95610969095647,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
95,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-67.22584103946129,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
96,False,"{'a': 0.002, 'e': 0.8253068684916823}",30,0,-61.09393312277983,"{0: 18, 1: 8, 2: 4, 3: 0, 4: 0}",0
97,False,"{'a': 0.002, 'e': 0.8236579042685769}",25,0,-186.12107793554938,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
98,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-152.77788637370787,"{0: 15, 1: 5, 2: 1, 3: 1, 4: 3}",0
99,False,"{'a': 0.002, 'e': 0.8203698531378311}",25,0,-113.67691213816948,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.8187307530779818}",25,0,-105.03197789211681,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
101,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-17.27212322487476,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
102,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,0,-130.9481165458602,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
103,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,0,-44.12269416537642,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
104,False,"{'a': 0.002, 'e': 0.8122070367119391}",35,0,-217.44926547334177,"{0: 18, 1: 3, 2: 9, 3: 3, 4: 2}",0
105,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-104.09758812441417,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
106,False,"{'a': 0.002, 'e': 0.8089646975664999}",25,0,-112.96104295458376,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
107,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,9,-66.40673065029617,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
108,False,"{'a': 0.002, 'e': 0.8057353018734796}",20,6,-29.43217025366785,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
109,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,11,-2.7213575832454744,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-92.63580831157215,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
111,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-114.65032967404318,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
112,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,0,-66.73863556678221,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
113,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-94.67863692397417,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
114,False,"{'a': 0.002, 'e': 0.7961242598354538}",20,0,-129.76840495747416,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
115,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-51.49201298264944,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
116,False,"{'a': 0.002, 'e': 0.7929461233066837}",30,0,-92.3460412545107,"{0: 20, 1: 1, 2: 7, 3: 2, 4: 0}",0
117,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,0,-19.18269907561884,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.002, 'e': 0.7897806739328027}",35,2,-106.44440903069177,"{0: 20, 1: 6, 2: 5, 3: 1, 4: 1}",1
119,False,"{'a': 0.002, 'e': 0.7882026910937704}",25,7,-57.4133429172203,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
120,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,0,-126.69630847048178,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
121,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,0,-104.03060604164622,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
122,False,"{'a': 0.002, 'e': 0.7834876342628626}",30,0,-131.47039458660822,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
123,False,"{'a': 0.002, 'e': 0.7819222249254772}",25,0,-121.36865912819734,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
124,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-99.81269615752936,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,0,-84.2356257155816,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
126,False,"{'a': 0.002, 'e': 0.7772447380689461}",30,10,-65.8019817927333,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
127,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-111.9597488878673,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
128,False,"{'a': 0.002, 'e': 0.7741419687922484}",20,0,-67.72901848594235,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.772595232106928}",30,0,-56.506222111846526,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.7710515858035663}",35,0,-142.84635201247997,"{0: 25, 1: 1, 2: 5, 3: 2, 4: 2}",0
131,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-36.1282687941432,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
132,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,11,2.1450392115456656,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.002, 'e': 0.7664391275010192}",25,12,-104.17921744008049,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 3}",1
134,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-72.8896229363061,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
135,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,0,-129.82989648908108,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
136,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,12,-7.732457704130491,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
137,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,9,-45.5716372787658,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.002, 'e': 0.7588129307612415}",20,15,-3.39672819326355,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.002, 'e': 0.7572968215143355}",30,12,-15.128029642175012,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
140,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,0,-188.28896236594971,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
141,False,"{'a': 0.002, 'e': 0.754273684533089}",25,8,-45.55630290406549,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.002, 'e': 0.7527666447061963}",35,0,-107.2519103812366,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
143,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-91.76279916621544,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
144,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,0,-57.75611274806047,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
145,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,2,-83.04912623284305,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
146,False,"{'a': 0.002, 'e': 0.7467685359733571}",25,0,-182.44894497272153,"{0: 12, 1: 6, 2: 3, 3: 1, 4: 3}",0
147,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,0,-185.78009313281277,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
148,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,7,-25.22346757810476,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
149,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,0,-79.86016867209484,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
150,False,"{'a': 0.002, 'e': 0.7408182206817179}",35,14,-21.554759023351952,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
151,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,0,-39.86630455539552,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
152,False,"{'a': 0.002, 'e': 0.7378608664505912}",25,0,-98.19628330978735,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
153,False,"{'a': 0.002, 'e': 0.7363866194561002}",35,0,-83.36635174479514,"{0: 26, 1: 3, 2: 5, 3: 0, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,10,-66.07224059126034,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
155,False,"{'a': 0.002, 'e': 0.7334469562242892}",30,12,-38.32236556939487,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 0}",1
156,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,13,9.798236451837644,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.002, 'e': 0.7305190281594249}",25,3,-18.7067798020789,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
158,False,"{'a': 0.002, 'e': 0.7290594501676239}",25,0,-126.06234203071192,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
159,False,"{'a': 0.002, 'e': 0.7276027884145955}",25,0,-94.99362426403874,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
160,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-107.36202706276418,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
161,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-86.00453681995427,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
162,False,"{'a': 0.002, 'e': 0.7232502423798425}",30,0,-67.96393749863014,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.7218051874317158}",30,0,-92.59751544288818,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
164,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,0,-50.756185536143434,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.7189237334319262}",30,0,-215.29443649328493,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 5}",0
166,False,"{'a': 0.002, 'e': 0.7174873228544433}",20,0,-31.713371107206967,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
167,False,"{'a': 0.002, 'e': 0.7160537822272085}",20,1,-64.27406465797827,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
168,False,"{'a': 0.002, 'e': 0.7146231058160574}",25,2,-85.4850593590989,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 1}",1
169,False,"{'a': 0.002, 'e': 0.7131952878982822}",30,0,-49.99821001597043,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,7,0.5341745602792958,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
171,False,"{'a': 0.002, 'e': 0.7103482047091773}",30,14,-53.81685170983899,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
172,False,"{'a': 0.002, 'e': 0.7089289280495108}",20,0,-135.53001942772963,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
173,False,"{'a': 0.002, 'e': 0.7075124871065017}",20,0,-25.074326188791357,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
174,False,"{'a': 0.002, 'e': 0.7060988762143844}",30,0,-64.66517037718427,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
175,False,"{'a': 0.002, 'e': 0.7046880897187134}",35,0,-77.59309452705938,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 1}",0
176,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-114.48249434424523,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
177,False,"{'a': 0.002, 'e': 0.7018749673553941}",30,0,-54.813536393244426,"{0: 24, 1: 4, 2: 0, 3: 1, 4: 1}",0
178,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-83.08923743746327,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
179,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,9,-10.990890743599968,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.6976763260710311}",20,0,-32.95687433445124,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
181,False,"{'a': 0.002, 'e': 0.696282367841771}",25,0,-79.86648050155439,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
182,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-82.05702307527818,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
183,False,"{'a': 0.002, 'e': 0.6935028012097558}",30,20,-44.18271665189702,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
184,False,"{'a': 0.002, 'e': 0.6921171816887305}",20,0,-12.933125783533988,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
